Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
676,Jermain Defoe,eng ENG,FW,Sunderland,eng Premier League,32,1982,33,28,"2,550",28.3,15,1,16,14,1,1,3,0,0.53,0.04,0.56,0.49,0.53,Matches
677,Grégoire Defrel,mq MTQ,FW,Sassuolo,it Serie A,24,1991,33,24,"2,050",22.8,7,3,10,7,0,0,4,1,0.31,0.13,0.44,0.31,0.44,Matches
678,Romain Del Castillo,fr FRA,"FW,MF",Lyon,fr Ligue 1,19,1996,2,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
679,Damien Delaney,ie IRL,DF,Crystal Palace,eng Premier League,34,1981,32,32,"2,880",32,2,3,5,2,0,0,2,0,0.06,0.09,0.16,0.06,0.16,Matches
680,Jonathan Delaplace,fr FRA,MF,Caen,fr Ligue 1,29,1986,22,21,"1,560",17.3,0,2,2,0,0,0,2,0,0,0.12,0.12,0,0.12,Matches
681,Fabio Della Giovanna,it ITA,DF,Inter,it Serie A,18,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
682,Andy Delort,dz ALG,FW,Caen,fr Ligue 1,23,1991,36,34,"3,137",34.9,12,2,14,8,4,5,5,0,0.34,0.06,0.4,0.23,0.29,Matches
683,Fabian Delph,eng ENG,MF,Manchester City,eng Premier League,25,1989,17,8,753,8.4,2,0,2,2,0,0,0,0,0.24,0,0.24,0.24,0.24,Matches
684,Mana Dembélé,ml MLI,FW,Guingamp,fr Ligue 1,26,1988,13,4,432,4.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
685,Mousa Dembélé,be BEL,MF,Tottenham Hotspur,eng Premier League,28,1987,29,27,"2,265",25.2,3,1,4,3,0,0,3,0,0.12,0.04,0.16,0.12,0.16,Matches
686,Ousmane Dembélé,fr FRA,"MF,FW",Rennes,fr Ligue 1,18,1997,26,22,"1,900",21.1,12,5,17,11,1,1,1,0,0.57,0.24,0.81,0.52,0.76,Matches
687,Martín Demichelis,ar ARG,DF,Manchester City,eng Premier League,34,1980,20,10,"1,021",11.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
688,Johannes van den Bergh,de GER,MF,Hertha BSC,de Bundesliga,28,1986,13,1,236,2.6,0,1,1,0,0,0,1,0,0,0.38,0.38,0,0.38,Matches
689,Germán Denis,ar ARG,FW,Atalanta,it Serie A,33,1981,15,12,974,10.8,4,1,5,3,1,2,0,0,0.37,0.09,0.46,0.28,0.37,Matches
690,Mathieu Deplagne,fr FRA,DF,Montpellier,fr Ligue 1,23,1991,25,21,"1,798",20,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
691,Rafael van der Vaart,nl NED,MF,Real Betis,es La Liga,32,1983,7,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
692,Gregory van der Wiel,nl NED,DF,Paris Saint-Germain,fr Ligue 1,27,1988,17,16,"1,378",15.3,2,3,5,2,0,0,2,0,0.13,0.2,0.33,0.13,0.33,Matches
693,Mattia Destro,it ITA,FW,Bologna,it Serie A,24,1991,27,25,"2,132",23.7,8,3,11,6,2,3,9,0,0.34,0.13,0.46,0.25,0.38,Matches
694,Gerard Deulofeu,es ESP,"MF,FW",Everton,eng Premier League,21,1994,26,16,"1,383",15.4,2,8,10,2,0,0,2,0,0.13,0.52,0.65,0.13,0.65,Matches
695,Antoine Devaux,fr FRA,MF,Reims,fr Ligue 1,30,1985,33,33,"2,810",31.2,1,1,2,1,0,0,10,3,0.03,0.03,0.06,0.03,0.06,Matches
696,Deyverson,br BRA,FW,Levante,es La Liga,24,1991,33,24,"2,160",24,9,1,10,9,0,0,14,2,0.37,0.04,0.42,0.37,0.42,Matches
697,Jean Deza,pe PER,"MF,FW",Montpellier,fr Ligue 1,22,1993,7,2,193,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
698,Antonio Di Gaudio,it ITA,"MF,FW",Carpi,it Serie A,25,1989,29,16,"1,505",16.7,3,3,6,3,0,0,2,0,0.18,0.18,0.36,0.18,0.36,Matches
699,Lorenzo Di Livio,it ITA,MF,Roma,it Serie A,18,1997,1,0,21,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
700,Ángel Di María,ar ARG,"FW,MF",Paris Saint-Germain,fr Ligue 1,27,1988,29,26,"2,122",23.6,10,18,28,10,0,0,0,0,0.42,0.76,1.19,0.42,1.19,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
701,Antonio Di Natale,it ITA,FW,Udinese,it Serie A,37,1977,23,12,"1,148",12.8,2,4,6,1,1,1,0,0,0.16,0.31,0.47,0.08,0.39,Matches
702,Franco Di Santo,ar ARG,FW,Schalke 04,de Bundesliga,26,1989,25,13,"1,301",14.5,2,1,3,2,0,0,3,0,0.14,0.07,0.21,0.14,0.21,Matches
703,Issiar Dia,sn SEN,FW,Gazélec Ajaccio,fr Ligue 1,28,1987,11,5,358,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
704,Cheick Diabaté,ml MLI,FW,Bordeaux,fr Ligue 1,27,1988,22,17,"1,440",16,10,4,14,9,1,1,0,1,0.62,0.25,0.87,0.56,0.81,Matches
705,Abou Diaby,fr FRA,MF,Marseille,fr Ligue 1,29,1986,3,2,134,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
706,Fallou Diagne,sn SEN,DF,Rennes,fr Ligue 1,25,1989,22,21,"1,858",20.6,5,0,5,3,2,2,7,0,0.24,0,0.24,0.15,0.15,Matches
707,Modibo Diakité,fr FRA,DF,Frosinone,it Serie A,28,1987,18,18,"1,620",18,1,0,1,1,0,0,3,0,0.06,0,0.06,0.06,0.06,Matches
708,Modibo Diakité,fr FRA,DF,Sampdoria,it Serie A,28,1987,8,7,651,7.2,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
709,Abdoulaye Diallo,sn SEN,GK,Rennes,fr Ligue 1,23,1992,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
710,Mustapha Diallo,sn SEN,MF,Guingamp,fr Ligue 1,29,1986,30,21,"1,913",21.3,1,2,3,1,0,0,12,0,0.05,0.09,0.14,0.05,0.14,Matches
711,Sadio Diallo,gn GUI,"MF,FW",Bastia,fr Ligue 1,24,1990,15,9,711,7.9,2,2,4,2,0,0,2,0,0.25,0.25,0.51,0.25,0.51,Matches
712,Alessandro Diamanti,it ITA,"FW,MF",Watford,eng Premier League,32,1983,3,0,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
713,Alessandro Diamanti,it ITA,"FW,MF",Atalanta,it Serie A,32,1983,16,9,857,9.5,1,1,2,1,0,0,4,0,0.11,0.11,0.21,0.11,0.21,Matches
714,Lassana Diarra,fr FRA,MF,Marseille,fr Ligue 1,30,1985,26,25,"2,084",23.2,1,1,2,1,0,0,4,0,0.04,0.04,0.09,0.04,0.09,Matches
715,Amadou Diawara,gn GUI,MF,Bologna,it Serie A,18,1997,34,31,"2,731",30.3,0,1,1,0,0,0,13,2,0,0.03,0.03,0,0.03,Matches
716,Júnior Díaz,cr CRC,DF,Darmstadt 98,de Bundesliga,31,1983,12,9,868,9.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
717,Marcelo Díaz,cl CHI,MF,Hamburger SV,de Bundesliga,28,1986,11,4,466,5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
718,Marcelo Díaz,cl CHI,MF,Celta Vigo,es La Liga,28,1986,14,10,985,10.9,0,1,1,0,0,0,3,0,0,0.09,0.09,0,0.09,Matches
719,Néstor Díaz,es ESP,GK,Celta Vigo,es La Liga,23,1992,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
720,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,25,1990,31,30,"2,420",26.9,13,3,16,11,2,2,10,1,0.48,0.11,0.6,0.41,0.52,Matches
721,Étienne Didot,fr FRA,MF,Toulouse,fr Ligue 1,32,1983,23,21,"1,642",18.2,0,2,2,0,0,0,1,0,0,0.11,0.11,0,0.11,Matches
722,Serey Die,ci CIV,MF,Stuttgart,de Bundesliga,30,1984,23,23,"1,815",20.2,1,2,3,1,0,0,10,1,0.05,0.1,0.15,0.05,0.15,Matches
723,Diego,br BRA,"MF,FW",Reims,fr Ligue 1,27,1988,23,15,"1,448",16.1,3,3,6,2,1,1,4,0,0.19,0.19,0.37,0.12,0.31,Matches
724,Dennis Diekmeier,de GER,DF,Hamburger SV,de Bundesliga,25,1989,22,15,"1,447",16.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
725,Eric Dier,eng ENG,MF,Tottenham Hotspur,eng Premier League,21,1994,37,37,"3,263",36.3,3,2,5,3,0,0,10,0,0.08,0.06,0.14,0.08,0.14,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
726,Charles Diers,fr FRA,MF,Angers,fr Ligue 1,34,1981,15,5,488,5.4,1,0,1,1,0,0,0,0,0.18,0,0.18,0.18,0.18,Matches
727,Tim Dierßen,de GER,MF,Hannover 96,de Bundesliga,19,1996,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
728,Didier Digard,fr FRA,MF,Real Betis,es La Liga,29,1986,8,2,298,3.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
729,Lucas Digne,fr FRA,DF,Roma,it Serie A,22,1993,33,32,"2,857",31.7,3,3,6,3,0,0,4,0,0.09,0.09,0.19,0.09,0.19,Matches
730,Ismaël Diomandé,ci CIV,MF,Caen,fr Ligue 1,22,1992,6,5,406,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
731,Ismaël Diomandé,ci CIV,MF,Saint-Étienne,fr Ligue 1,22,1992,7,3,305,3.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
732,Federico Dionisi,it ITA,FW,Frosinone,it Serie A,28,1987,32,28,"2,443",27.1,9,4,13,8,1,1,11,1,0.33,0.15,0.48,0.29,0.44,Matches
733,Issa Diop,ma MAR,DF,Toulouse,fr Ligue 1,18,1997,21,21,"1,890",21,1,0,1,1,0,0,6,2,0.05,0,0.05,0.05,0.05,Matches
734,Papakouli Diop,sn SEN,MF,Espanyol,es La Liga,29,1986,30,29,"2,481",27.6,3,1,4,3,0,0,15,1,0.11,0.04,0.15,0.11,0.15,Matches
735,Assane Dioussé,sn SEN,MF,Empoli,it Serie A,17,1997,15,9,864,9.6,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
736,Nabil Dirar,ma MAR,"MF,FW",Monaco,fr Ligue 1,29,1986,20,20,"1,548",17.2,2,9,11,2,0,0,2,1,0.12,0.52,0.64,0.12,0.64,Matches
737,Sylvain Distin,fr FRA,DF,Bournemouth,eng Premier League,37,1977,12,9,843,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
738,Brice Dja Djédjé,ci CIV,DF,Marseille,fr Ligue 1,24,1990,19,17,"1,476",16.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
739,Constant Djakpa,ci CIV,"DF,MF",Eintracht Frankfurt,de Bundesliga,28,1986,12,8,752,8.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
740,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,22,1992,22,20,"1,794",19.9,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
741,Alexander Djiku,gh GHA,DF,Bastia,fr Ligue 1,20,1994,20,19,"1,510",16.8,0,0,0,0,0,0,6,1,0,0,0,0,0,Matches
742,Papy Djilobodji,sn SEN,DF,Werder Bremen,de Bundesliga,26,1988,14,14,"1,260",14,2,1,3,2,0,0,6,0,0.14,0.07,0.21,0.14,0.21,Matches
743,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,22,1993,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
744,Johan Djourou,ch SUI,DF,Hamburger SV,de Bundesliga,28,1987,26,26,"2,292",25.5,2,0,2,2,0,0,8,1,0.08,0,0.08,0.08,0.08,Matches
745,Dodô,br BRA,"MF,DF",Sampdoria,it Serie A,23,1992,17,16,"1,420",15.8,0,1,1,0,0,0,4,0,0,0.06,0.06,0,0.06,Matches
746,Joe Dodoo,eng ENG,"FW,MF",Leicester City,eng Premier League,20,1995,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
747,Jaume Doménech,es ESP,GK,Valencia,es La Liga,24,1990,17,17,"1,530",17,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
748,Álvaro Domínguez,es ESP,DF,Gladbach,de Bundesliga,26,1989,6,5,473,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
749,Juan Domínguez,es ESP,MF,Dep La Coruña,es La Liga,25,1990,5,2,185,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
750,Maurizio Domizzi,it ITA,DF,Udinese,it Serie A,35,1980,5,3,272,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
751,Giulio Donati,it ITA,DF,Mainz 05,de Bundesliga,25,1990,11,11,933,10.4,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
752,Giulio Donati,it ITA,DF,Leverkusen,de Bundesliga,25,1990,12,10,931,10.3,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
753,Ji Dong-won,kr KOR,"MF,FW",Augsburg,de Bundesliga,24,1991,21,7,791,8.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
754,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,16,1999,30,30,"2,628",29.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
755,Godfred Donsah,gh GHA,MF,Bologna,it Serie A,19,1996,20,18,"1,344",14.9,2,2,4,2,0,0,2,0,0.13,0.13,0.27,0.13,0.27,Matches
756,Férébory Doré,cg CGO,"FW,MF",Angers,fr Ligue 1,26,1989,9,7,619,6.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
757,Dória,br BRA,DF,Granada,es La Liga,20,1994,8,7,622,6.9,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
758,Graham Dorrans,sct SCO,MF,Norwich City,eng Premier League,28,1987,21,14,"1,287",14.3,0,1,1,0,0,0,2,0,0,0.07,0.07,0,0.07,Matches
759,Jonathan dos Santos,mx MEX,MF,Villarreal,es La Liga,25,1990,26,20,"1,758",19.5,0,1,1,0,0,0,4,0,0,0.05,0.05,0,0.05,Matches
760,Laurent Dos Santos,fr FRA,DF,Guingamp,fr Ligue 1,21,1993,9,6,601,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
761,Mauro dos Santos,ar ARG,DF,Eibar,es La Liga,26,1989,31,30,"2,682",29.8,0,1,1,0,0,0,7,0,0,0.03,0.03,0,0.03,Matches
762,Bas Dost,nl NED,FW,Wolfsburg,de Bundesliga,26,1989,22,14,"1,364",15.2,8,2,10,7,1,1,0,0,0.53,0.13,0.66,0.46,0.59,Matches
763,Nicolas Douchez,fr FRA,GK,Paris Saint-Germain,fr Ligue 1,35,1980,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
764,Abdoulaye Doucouré,ml MLI,MF,Granada,es La Liga,22,1993,15,13,"1,157",12.9,0,2,2,0,0,0,5,0,0,0.16,0.16,0,0.16,Matches
765,Abdoulaye Doucouré,ml MLI,"MF,FW",Rennes,fr Ligue 1,22,1993,16,11,947,10.5,2,2,4,2,0,0,1,0,0.19,0.19,0.38,0.19,0.38,Matches
766,Douglas,br BRA,DF,Barcelona,es La Liga,24,1990,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
767,Seydou Doumbia,ci CIV,FW,Newcastle United,eng Premier League,27,1987,3,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
768,Tongo Doumbia,ml MLI,MF,Toulouse,fr Ligue 1,25,1989,25,22,"1,888",21,1,1,2,1,0,0,7,1,0.05,0.05,0.1,0.05,0.1,Matches
769,Kieran Dowell,eng ENG,MF,Everton,eng Premier League,17,1997,2,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
770,Boukary Dramé,sn SEN,"DF,MF",Atalanta,it Serie A,30,1985,25,25,"2,050",22.8,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
771,Julian Draxler,de GER,MF,Wolfsburg,de Bundesliga,21,1993,21,19,"1,517",16.9,5,5,10,5,0,0,4,1,0.3,0.3,0.59,0.3,0.59,Matches
772,Julian Draxler,de GER,MF,Schalke 04,de Bundesliga,21,1993,3,3,252,2.8,1,0,1,1,0,0,1,0,0.36,0,0.36,0.36,0.36,Matches
773,Dejan Dražić,rs SRB,MF,Celta Vigo,es La Liga,19,1995,6,1,105,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
774,Matthieu Dreyer,fr FRA,GK,Troyes,fr Ligue 1,26,1989,15,15,"1,350",15,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
775,Danny Drinkwater,eng ENG,MF,Leicester City,eng Premier League,25,1990,35,35,"3,032",33.7,2,7,9,2,0,0,5,1,0.06,0.21,0.27,0.06,0.27,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
776,Josip Drmić,ch SUI,MF,Hamburger SV,de Bundesliga,22,1992,6,5,418,4.6,1,0,1,1,0,0,2,0,0.22,0,0.22,0.22,0.22,Matches
777,Josip Drmić,ch SUI,FW,Gladbach,de Bundesliga,22,1992,13,4,448,5,1,0,1,1,0,0,0,0,0.2,0,0.2,0.2,0.2,Matches
778,Jaroslav Drobný,cz CZE,GK,Hamburger SV,de Bundesliga,35,1979,10,9,847,9.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
779,Óscar Duarte,cr CRC,"DF,MF",Espanyol,es La Liga,26,1989,14,13,"1,195",13.3,1,0,1,1,0,0,5,0,0.08,0,0.08,0.08,0.08,Matches
780,Rubén Duarte,es ESP,DF,Espanyol,es La Liga,19,1995,22,21,"1,863",20.7,0,1,1,0,0,0,5,0,0,0.05,0.05,0,0.05,Matches
781,Leo Dubois,fr FRA,DF,Nantes,fr Ligue 1,20,1994,24,22,"1,982",22,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
782,David Ducourtioux,fr FRA,MF,Gazélec Ajaccio,fr Ligue 1,37,1978,33,29,"2,654",29.5,0,3,3,0,0,0,12,0,0,0.1,0.1,0,0.1,Matches
783,Duda,pt POR,MF,Málaga,es La Liga,35,1980,26,10,"1,072",11.9,1,1,2,1,0,1,5,0,0.08,0.08,0.17,0.08,0.17,Matches
784,Paul Dummett,wls WAL,DF,Newcastle United,eng Premier League,23,1991,23,23,"1,892",21,1,0,1,1,0,0,3,0,0.05,0,0.05,0.05,0.05,Matches
785,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,22,1993,33,27,"2,488",27.6,1,5,6,1,0,0,5,0,0.04,0.18,0.22,0.04,0.22,Matches
786,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,22,1993,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
787,Erik Durm,de GER,"DF,MF",Dortmund,de Bundesliga,23,1992,14,10,865,9.6,1,1,2,1,0,0,2,0,0.1,0.1,0.21,0.1,0.21,Matches
788,Paulo Dybala,ar ARG,FW,Juventus,it Serie A,21,1993,34,29,"2,443",27.1,19,9,28,13,6,6,1,0,0.7,0.33,1.03,0.48,0.81,Matches
789,Nathan Dyer,eng ENG,"FW,MF",Leicester City,eng Premier League,27,1987,12,0,220,2.4,1,0,1,1,0,0,1,0,0.41,0,0.41,0.41,0.41,Matches
790,Nathan Dyer,eng ENG,"FW,MF",Swansea City,eng Premier League,27,1987,1,0,19,0.2,0,1,1,0,0,0,0,0,0,4.74,4.74,0,4.74,Matches
791,Edin Džeko,ba BIH,FW,Roma,it Serie A,29,1986,31,21,"1,959",21.8,8,6,14,6,2,2,4,1,0.37,0.28,0.64,0.28,0.55,Matches
792,Blerim Džemaili,ch SUI,MF,Genoa,it Serie A,29,1986,27,22,"1,780",19.8,3,2,5,3,0,0,7,1,0.15,0.1,0.25,0.15,0.25,Matches
793,Patrick Ebert,de GER,MF,Rayo Vallecano,es La Liga,28,1987,9,7,555,6.2,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
794,Elderson Echiéjilé,ng NGA,DF,Monaco,fr Ligue 1,27,1988,20,18,"1,569",17.4,0,1,1,0,0,0,4,1,0,0.06,0.06,0,0.06,Matches
795,Edenílson,br BRA,MF,Udinese,it Serie A,25,1989,29,26,"2,204",24.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
796,Éder,pt POR,FW,Lille,fr Ligue 1,27,1987,13,12,"1,071",11.9,6,4,10,5,1,1,1,0,0.5,0.34,0.84,0.42,0.76,Matches
797,Éder,pt POR,FW,Swansea City,eng Premier League,27,1987,13,2,276,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
798,Éder,it ITA,FW,Sampdoria,it Serie A,28,1986,19,19,"1,639",18.2,12,2,14,9,3,3,2,0,0.66,0.11,0.77,0.49,0.6,Matches
799,Éder,it ITA,"FW,MF",Inter,it Serie A,28,1986,14,8,751,8.3,1,0,1,1,0,0,1,0,0.12,0,0.12,0.12,0.12,Matches
800,Simone Edera,it ITA,MF,Torino,it Serie A,18,1997,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
801,Maximilian Eggestein,de GER,"MF,FW",Werder Bremen,de Bundesliga,18,1996,7,2,174,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
802,Albin Ekdal,se SWE,MF,Hamburger SV,de Bundesliga,26,1989,14,14,"1,138",12.6,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
803,Borja Ekiza,es ESP,DF,Eibar,es La Liga,27,1988,4,2,189,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
804,Rob Elliot,ie IRL,GK,Newcastle United,eng Premier League,29,1986,21,21,"1,890",21,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
805,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,23,1992,11,9,792,8.8,0,1,1,0,0,0,3,0,0,0.11,0.11,0,0.11,Matches
806,Tommy Elphick,eng ENG,DF,Bournemouth,eng Premier League,27,1987,12,11,"1,013",11.3,1,0,1,1,0,0,1,0,0.09,0,0.09,0.09,0.09,Matches
807,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,21,1994,31,30,"2,593",28.8,1,0,1,1,0,0,8,0,0.03,0,0.03,0.03,0.03,Matches
808,Gorka Elustondo,es ESP,"MF,DF",Athletic Club,es La Liga,28,1987,11,4,471,5.2,1,0,1,1,0,0,1,0,0.19,0,0.19,0.19,0.19,Matches
809,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,18,1996,21,17,"1,548",17.2,0,2,2,0,0,0,2,0,0,0.12,0.12,0,0.12,Matches
810,Rodrigo Ely,br BRA,DF,Milan,it Serie A,21,1993,3,2,172,1.9,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
811,Tarik Elyounoussi,no NOR,MF,Hoffenheim,de Bundesliga,27,1988,6,5,423,4.7,0,1,1,0,0,0,0,0,0,0.21,0.21,0,0.21,Matches
812,Urby Emanuelson,nl NED,"MF,DF",Hellas Verona,it Serie A,29,1986,11,6,623,6.9,0,1,1,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
813,Adri Embarba,es ESP,MF,Rayo Vallecano,es La Liga,23,1992,28,19,"1,832",20.4,2,3,5,2,0,0,5,0,0.1,0.15,0.25,0.1,0.25,Matches
814,Emmanuel Emenike,ng NGA,"FW,MF",West Ham United,eng Premier League,28,1987,13,5,512,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
815,Marvin Emnes,nl NED,MF,Swansea City,eng Premier League,27,1988,2,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
816,Konstantin Engel,kz KAZ,DF,Ingolstadt,de Bundesliga,27,1988,4,2,194,2.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
817,Sergi Enrich,es ESP,FW,Eibar,es La Liga,25,1990,38,25,"2,422",26.9,9,6,15,9,0,0,4,0,0.33,0.22,0.56,0.33,0.56,Matches
818,Vincent Enyeama,ng NGA,GK,Lille,fr Ligue 1,32,1982,35,35,"3,129",34.8,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
819,Kermit Erasmus,za RSA,"FW,MF",Rennes,fr Ligue 1,25,1990,2,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
820,Javier Eraso,es ESP,MF,Athletic Club,es La Liga,25,1990,16,8,783,8.7,2,1,3,2,0,0,2,0,0.23,0.11,0.34,0.23,0.34,Matches
821,Mevlüt Erdinç,tr TUR,FW,Hannover 96,de Bundesliga,28,1987,11,3,376,4.2,0,1,1,0,0,1,0,0,0,0.24,0.24,0,0.24,Matches
822,Mevlüt Erdinç,tr TUR,FW,Guingamp,fr Ligue 1,28,1987,15,11,869,9.7,4,0,4,4,0,0,0,0,0.41,0,0.41,0.41,0.41,Matches
823,Christian Eriksen,dk DEN,MF,Tottenham Hotspur,eng Premier League,23,1992,35,33,"2,933",32.6,6,13,19,6,0,0,2,0,0.18,0.4,0.58,0.18,0.58,Matches
824,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,22,1993,34,32,"2,821",31.3,3,1,4,3,0,0,15,0,0.1,0.03,0.13,0.1,0.13,Matches
825,Sergio Escudero,es ESP,"DF,MF",Sevilla,es La Liga,25,1989,15,13,"1,172",13,1,1,2,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
826,Fábio Espinho,pt POR,MF,Málaga,es La Liga,29,1985,2,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
827,Bernardo Espinosa,co COL,DF,Sporting Gijón,es La Liga,26,1989,16,16,"1,336",14.8,1,0,1,1,0,0,7,1,0.07,0,0.07,0.07,0.07,Matches
828,Alexander Esswein,de GER,MF,Augsburg,de Bundesliga,25,1990,29,22,"1,800",20,3,1,4,3,0,0,1,0,0.15,0.05,0.2,0.15,0.2,Matches
829,Marcelo Estigarribia,py PAR,"DF,MF",Atalanta,it Serie A,27,1987,4,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
830,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,28,1987,36,32,"2,894",32.2,1,6,7,1,0,0,8,0,0.03,0.19,0.22,0.03,0.22,Matches
